date,Latitude,Longitude,Available_Memory,Upload_Rate,Download_Rate,Battery_Remain,Current_CPU_Frequency
2021-12-15 12:58:18,23.058067,113.393315,1479.0,2.7089655,2.1697402,53.0,100.0
2021-12-15 13:03:18,23.058067,113.393315,1344.0,1.740742,2.8260195,51.0,100.0
2021-12-15 13:08:18,23.058067,113.393315,2042.0,0.7408013,3.2936344,52.0,73.61319340329835
2021-12-15 13:13:18,23.057976,113.393333,2211.0,2.8975642,1.7211096,61.0,100.0
2021-12-15 13:18:18,23.057941,113.393344,1294.0,2.791556,1.8996481,71.0,95.2023988005997
2021-12-15 13:23:18,23.058111,113.393261,1999.0,2.791556,0.18816899,78.0,95.2023988005997
2021-12-15 13:29:09,23.061558,113.388753,1336.0,0.15561359,1.6708584,75.0,100.0
2021-12-15 13:37:43,23.061941,113.388849,1849.0,0.39466825,1.6468172,72.0,100.0
2021-12-15 13:43:06,23.061944,113.388824,1377.0,0.26387042,1.8312607,70.0,100.0
2021-12-15 13:43:16,23.062093,113.388948,1544.0,0.26387042,0.0,70.0,100.0
2021-12-15 13:44:19,23.062022,113.388882,1344.0,0.52441597,0.9267514,69.0,100.0
2021-12-15 13:49:21,23.065087,113.38832,1409.0,0.642097,1.0926377,67.0,36.43178410794603
2021-12-15 13:54:25,23.065025,113.387974,1191.0,5.323432,2.4482093,64.0,100.0
2021-12-15 14:04:24,23.065025,113.387974,1567.0,4.0159225,2.3357918,62.0,100.0
2021-12-15 14:37:22,23.065326,113.388029,1931.0,2.5154681,2.808682,61.0,100.0
2021-12-15 14:59:09,23.065025,113.387974,1640.0,3.2240503,3.157346,59.0,64.01799100449774
2021-12-15 15:11:32,23.065025,113.387974,2042.0,3.0933456,2.8975642,56.0,100.0
2021-12-15 15:45:07,23.065025,113.387974,1451.0,3.2936344,3.3912234,55.0,59.220389805097454
2021-12-15 16:07:04,23.065205,113.389174,1650.0,3.2936344,0.0,53.0,59.220389805097454
2021-12-15 16:12:11,23.06806,113.389875,2117.0,1.3748204,1.4306724,51.0,100.0
2021-12-15 16:15:03,23.068936,113.391443,1890.0,1.3748204,0.0,51.0,100.0
2021-12-15 16:48:37,23.070578,113.392973,2105.0,1.4961281,1.3831275,49.0,13.643178410794603
2021-12-15 16:59:17,23.07062,113.393299,2025.0,3.3417168,2.3598719,54.0,64.01799100449774
2021-12-15 17:04:17,23.07062,113.393299,1584.0,3.9810014,2.5434175,64.0,100.0
2021-12-15 17:09:17,23.07062,113.393299,1217.0,2.808682,2.7250903,74.0,100.0
2021-12-15 17:14:17,23.07062,113.393299,1199.0,2.5434175,2.5017223,84.0,49.62518740629685
2021-12-15 17:19:17,23.07062,113.393299,1698.0,2.5719953,2.2116675,88.0,100.0
2021-12-15 17:24:17,23.07062,113.393299,1818.0,2.3720994,3.0318887,91.0,100.0
2021-12-15 17:29:17,23.07062,113.393299,1863.0,1.5841355,2.9160202,93.0,59.220389805097454
2021-12-15 17:34:17,23.07062,113.393299,1865.0,1.5109411,1.8996481,95.0,59.220389805097454
2021-12-15 17:39:17,23.07062,113.393299,1958.0,2.3357918,1.7276045,96.0,100.0
2021-12-15 17:44:17,23.07062,113.393299,2005.0,2.9160202,3.0318887,98.0,100.0
2021-12-15 17:49:17,23.07062,113.393299,2011.0,2.7414083,3.2701085,99.0,100.0
2021-12-15 17:54:17,23.07062,113.393299,2162.0,3.2936344,1.9905007,100.0,100.0
2021-12-15 17:59:35,23.07062,113.393299,1396.0,2.072743,1.4642314,98.0,59.220389805097454
2021-12-15 18:34:16,23.07062,113.393299,1751.0,1.716142,1.2277017,96.0,100.0
2021-12-15 19:17:29,23.07062,113.393299,2183.0,1.8776613,1.5200115,94.0,100.0
2021-12-15 20:10:30,23.07062,113.393299,1907.0,2.6012225,2.1905031,92.0,100.0
2021-12-15 20:58:21,23.07062,113.393299,1263.0,3.6625214,2.7250903,90.0,100.0
2021-12-15 21:06:41,23.070496,113.393582,1668.0,3.6625214,0.05979041,89.0,78.41079460269864
2021-12-15 21:08:02,23.070591,113.393319,1494.0,2.9536462,0.9439488,87.0,95.2023988005997
2021-12-15 21:16:02,23.068419,113.392151,1734.0,2.9536462,0.0,85.0,100.0
2021-12-15 21:21:52,23.06407,113.391991,1807.0,0.058068898,0.52202415,82.0,100.0
2021-12-15 21:29:50,23.06158,113.39191,1257.0,0.35298008,0.727846,79.0,100.0
2021-12-15 21:34:50,23.061509,113.391933,1026.0,0.40018806,0.20678192,76.0,100.0
2021-12-15 21:39:50,23.061585,113.391925,815.0,0.5892087,0.91746527,74.0,78.41079460269864
2021-12-15 21:45:02,23.061585,113.391925,1189.0,0.2685133,1.0746835,73.0,13.643178410794603
