date,Latitude,Longitude,Available_Memory,Upload_Rate,Download_Rate,Battery_Remain,Current_CPU_Frequency
2021-12-19 21:43:34,22.354671,113.582265,1577.0,4.2786465,4.402069,63.0,100.0
2021-12-19 21:48:34,22.354349,113.582559,1425.0,5.202445,5.202445,62.0,100.0
2021-12-19 21:53:34,22.354349,113.582559,1210.0,5.515846,4.6715837,61.0,100.0
2021-12-19 21:58:34,22.354349,113.582559,1577.0,3.366288,5.652039,60.0,100.0
2021-12-19 22:12:43,22.354349,113.582559,1638.0,4.870374,3.2701085,59.0,100.0
2021-12-19 22:30:42,22.354349,113.582559,1331.0,5.323432,4.2786465,57.0,100.0
2021-12-19 22:40:35,22.354349,113.582559,1829.0,4.532823,6.104202,57.0,100.0
2021-12-19 22:45:35,22.354349,113.582559,2033.0,4.922744,6.4481006,65.0,100.0
2021-12-19 22:50:35,22.354349,113.582559,2815.0,4.976252,4.819107,69.0,100.0
2021-12-19 22:55:35,22.354349,113.582559,2467.0,4.532823,5.7951283,72.0,100.0
2021-12-19 23:00:35,22.354349,113.582559,2763.0,5.2622433,5.515846,74.0,100.0
2021-12-19 23:05:36,22.354349,113.582559,2663.0,5.0309362,6.4481006,77.0,93.62041467304626
2021-12-19 23:13:16,22.354349,113.582559,1993.0,5.7226896,9.952504,82.0,62.99840510366826
2021-12-19 23:18:16,22.354349,113.582559,2141.0,2.5293658,7.630253,86.0,100.0
2021-12-19 23:23:16,22.354349,113.582559,1920.0,0.97407484,1.3666124,90.0,93.62041467304626
2021-12-19 23:28:57,22.354349,113.582559,2038.0,1.1166223,2.435187,94.0,100.0
2021-12-19 23:37:20,22.354349,113.582559,1872.0,0.8541328,3.052101,99.0,62.99840510366826
2021-12-19 23:42:23,22.354349,113.582559,1544.0,0.94007224,2.9728258,100.0,100.0
2021-12-19 23:47:23,22.354349,113.582559,1739.0,0.64481014,2.9922562,100.0,100.0
2021-12-19 23:52:34,22.354349,113.582559,1945.0,0.9439488,2.8975642,100.0,100.0
2021-12-19 23:57:35,22.354349,113.582559,1885.0,0.72900504,0.9617966,100.0,100.0
2021-12-20 00:05:20,22.354349,113.582559,2264.0,0.7021705,1.8686333,100.0,100.0
2021-12-20 00:14:57,22.354349,113.582559,2202.0,0.982436,3.3912234,99.0,100.0
2021-12-20 00:34:27,22.354349,113.582559,1784.0,4.976252,3.1792722,98.0,100.0
2021-12-20 00:39:34,22.354349,113.582559,1578.0,5.3860607,5.583112,97.0,93.62041467304626
2021-12-20 00:44:34,22.354349,113.582559,1461.0,5.7226896,5.7951283,96.0,100.0
2021-12-20 00:49:34,22.354349,113.582559,1714.0,4.5781517,5.4501805,95.0,100.0
2021-12-20 00:54:34,22.354349,113.582559,1611.0,5.7226896,6.271441,94.0,93.62041467304626
2021-12-20 00:59:34,22.354349,113.582559,1364.0,5.1439905,8.323913,94.0,100.0
2021-12-20 01:04:34,22.354349,113.582559,1763.0,5.7951283,6.3585443,93.0,80.86124401913875
2021-12-20 01:09:34,22.354349,113.582559,1774.0,5.652039,6.6350026,92.0,100.0
2021-12-20 01:14:34,22.354349,113.582559,1825.0,5.7951283,6.9365935,91.0,100.0
2021-12-20 01:19:34,22.354349,113.582559,1560.0,2.7414083,9.740748,90.0,100.0
2021-12-20 01:24:34,22.354349,113.582559,1344.0,3.0318887,8.031845,90.0,62.99840510366826
2021-12-20 01:30:07,22.354349,113.582559,1619.0,5.323432,7.5051665,89.0,100.0
2021-12-20 01:35:07,22.354349,113.582559,1734.0,5.515846,8.478059,88.0,100.0
2021-12-20 01:40:07,22.354349,113.582559,1612.0,3.8797896,8.9767685,88.0,100.0
2021-12-20 01:45:07,22.354349,113.582559,1209.0,5.323432,7.630253,87.0,100.0
2021-12-20 01:50:07,22.354349,113.582559,1407.0,5.7226896,8.9767685,86.0,100.0
2021-12-20 01:55:07,22.354349,113.582559,1584.0,4.6715837,5.4501805,85.0,100.0
2021-12-20 02:00:07,22.354349,113.582559,1625.0,5.4501805,7.630253,85.0,100.0
2021-12-20 09:01:48,22.354552,113.582294,1872.0,5.202445,1.2823955,80.0,93.62041467304626
2021-12-20 09:06:48,22.354349,113.582559,1809.0,1.5841355,1.3270005,79.0,100.0
2021-12-20 09:11:48,22.354349,113.582559,1605.0,1.6007522,3.011942,79.0,100.0
2021-12-20 09:16:59,22.354349,113.582559,1380.0,1.5732479,3.2240503,78.0,87.24082934609251
2021-12-20 09:22:07,22.354349,113.582559,1713.0,1.330858,3.1357205,77.0,100.0
2021-12-20 09:29:50,22.354349,113.582559,1638.0,1.230686,3.9810014,76.0,100.0
2021-12-20 09:35:47,22.354349,113.582559,1743.0,1.4442118,2.808682,76.0,100.0
2021-12-20 09:45:40,22.354349,113.582559,1921.0,1.2016146,2.9728258,75.0,100.0
