date,Minimum,Maximum,Average
2020-04-03,35,40,37.5
2020-04-04,35,40,37.5
2020-04-05,35,40,37.5
2020-04-06,35,40,37.5
2020-04-07,45,50,47.5
2020-04-08,45,50,47.5
2020-04-22,20,25,22.5
2020-04-23,15,20,17.5
2020-04-24,20,25,22.5
2020-04-25,20,25,22.5
2020-04-26,20,25,22.5
2020-04-27,20,25,22.5
2020-04-28,20,25,22.5
2020-04-29,20,25,22.5
2020-04-30,20,25,22.5
2020-05-01,20,25,22.5
2020-05-02,20,25,22.5
2020-05-03,25,30,27.5
2020-05-04,25,30,27.5
2020-05-05,25,30,27.5
2020-05-06,30,35,32.5
2020-05-07,25,30,27.5
2020-05-08,25,30,27.5
2020-05-09,25,30,27.5
2020-05-10,30,35,32.5
2020-05-11,35,40,37.5
2020-05-12,35,40,37.5
2020-05-13,35,40,37.5
2020-05-14,35,40,37.5
2020-05-15,30,35,32.5
2020-05-16,30,35,32.5
2020-05-17,45,50,47.5
2020-05-18,40,45,42.5
2020-05-19,25,35,30.0
2020-05-20,30,35,32.5
2020-05-22,20,25,22.5
2020-05-23,15,20,17.5
2020-05-24,15,20,17.5
2020-05-25,15,20,17.5
2020-05-26,15,20,17.5
2020-05-27,15,20,17.5
2020-05-28,20,25,22.5
2020-05-29,20,25,22.5
2020-05-30,15,20,17.5
2020-05-31,10,15,12.5
2020-06-01,15,20,17.5
2020-06-02,10,15,12.5
2020-06-03,15,20,17.5
2020-06-04,15,20,17.5
2020-06-05,25,30,27.5
2020-06-06,35,40,37.5
2020-06-07,25,30,27.5
2020-06-08,30,35,32.5
2020-06-09,25,30,27.5
2020-06-10,25,30,27.5
2020-06-11,25,30,27.5
2020-06-12,25,30,27.5
2020-06-13,20,25,22.5
2020-06-14,25,30,27.5
2020-06-15,25,30,27.5
2020-06-16,25,30,27.5
2020-06-17,20,25,22.5
2020-06-18,22,25,23.5
2020-06-19,15,20,17.5
2020-06-20,15,20,17.5
2020-06-21,15,20,17.5
2020-06-22,15,20,17.5
2020-06-23,15,20,17.5
2020-06-24,15,20,17.5
2020-06-25,15,20,17.5
2020-06-26,25,30,27.5
2020-06-27,25,30,27.5
2020-06-28,25,30,27.5
2020-06-29,20,25,22.5
2020-06-30,20,25,22.5
2020-07-01,15,20,17.5
2020-07-02,10,15,12.5
2020-07-03,10,15,12.5
2020-07-04,10,15,12.5
2020-07-05,15,20,17.5
2020-07-06,15,20,17.5
2020-07-07,15,20,17.5
2020-07-08,15,20,17.5
2020-07-09,12,18,15.0
2020-07-10,12,18,15.0
2020-07-11,10,15,12.5
2020-07-13,10,15,12.5
2020-07-14,10,15,12.5
2020-07-15,10,15,12.5
2020-07-16,10,15,12.5
2020-07-17,12,18,15.0
2020-07-18,13,18,15.5
2020-07-19,12,18,15.0
2020-07-20,12,18,15.0
2020-07-21,15,20,17.5
2020-07-22,15,20,17.5
2020-07-23,15,20,17.5
2020-07-24,18,22,20.0
2020-07-25,25,30,27.5
2020-07-26,28,35,31.5
2020-07-27,35,40,37.5
2020-07-28,40,50,45.0
2020-07-29,40,45,42.5
2020-07-30,45,50,47.5
2020-07-31,45,50,47.5
2020-08-01,40,45,42.5
2020-08-02,40,45,42.5
2020-08-03,45,50,47.5
2020-08-04,40,45,42.5
2020-08-05,40,45,42.5
2020-08-06,40,45,42.5
2020-08-07,35,40,37.5
2020-08-08,35,40,37.5
2020-08-09,34,40,37.0
2020-08-10,30,35,32.5
2020-08-11,28,33,30.5
2020-08-12,25,30,27.5
2020-08-13,25,30,27.5
2020-08-14,25,30,27.5
2020-08-15,25,30,27.5
2020-08-16,25,30,27.5
2020-08-17,35,40,37.5
2020-08-18,45,50,47.5
2020-08-19,55,60,57.5
2020-08-20,65,70,67.5
2020-08-21,60,65,62.5
2020-08-22,60,65,62.5
2020-08-23,60,65,62.5
2020-08-24,50,60,55.0
2020-08-25,50,60,55.0
2020-08-26,40,50,45.0
2020-08-27,50,55,52.5
2020-08-28,75,80,77.5
2020-08-29,75,80,77.5
2020-08-30,70,75,72.5
2020-08-31,65,70,67.5
2020-09-01,45,50,47.5
2020-09-02,50,55,52.5
2020-09-03,50,60,55.0
2020-09-04,50,60,55.0
2020-09-05,50,60,55.0
2020-09-06,50,60,55.0
2020-09-07,45,50,47.5
2020-09-08,45,50,47.5
2020-09-09,40,45,42.5
2020-09-10,40,45,42.5
2020-09-11,40,45,42.5
2020-09-12,50,55,52.5
2020-09-13,50,60,55.0
2020-09-14,70,75,72.5
2020-09-15,75,80,77.5
2020-09-16,75,80,77.5
2020-09-17,90,100,95.0
2020-09-18,95,100,97.5
2020-09-19,80,85,82.5
2020-09-20,85,90,87.5
2020-09-21,80,85,82.5
2020-09-22,80,90,85.0
2020-09-23,80,85,82.5
2020-09-24,80,85,82.5
2020-09-25,85,90,87.5
2020-09-26,75,80,77.5
2020-09-27,65,70,67.5
2020-09-28,75,85,80.0
2020-09-29,90,95,92.5
2020-09-30,70,75,72.5
2020-10-01,60,65,62.5
2020-10-02,45,50,47.5
2020-10-03,45,50,47.5
2020-10-04,45,50,47.5
2020-10-05,35,40,37.5
2020-10-06,35,40,37.5
2020-10-07,35,40,37.5
2020-10-08,35,40,37.5
2020-10-09,40,45,42.5
2020-10-10,40,45,42.5
2020-10-11,45,50,47.5
2020-10-12,65,70,67.5
2020-10-13,75,80,77.5
2020-10-14,60,70,65.0
2020-10-15,55,60,57.5
2020-10-16,65,70,67.5
2020-10-17,60,70,65.0
2020-10-18,60,65,62.5
2020-10-19,55,60,57.5
2020-10-20,60,65,62.5
2020-10-21,70,80,75.0
2020-10-22,75,85,80.0
2020-10-23,70,80,75.0
2020-10-24,75,85,80.0
2020-10-25,100,115,107.5
2020-10-26,90,100,95.0
2020-10-27,70,80,75.0
2020-10-28,60,65,62.5
2020-10-29,45,55,50.0
2020-10-30,45,50,47.5
2020-10-31,50,55,52.5
2020-11-01,55,60,57.5
2020-11-02,45,55,50.0
2020-11-03,42,50,46.0
2020-11-04,55,62,58.5
2020-11-05,50,55,52.5
2020-11-06,42,50,46.0
2020-11-07,40,45,42.5
2020-11-08,35,40,37.5
2020-11-09,38,45,41.5
2020-11-10,35,42,38.5
2020-11-11,40,45,42.5
2020-11-12,42,50,46.0
2020-11-13,40,45,42.5
2020-11-14,35,40,37.5
2020-11-15,35,40,37.5
2020-11-16,40,50,45.0
2020-11-17,45,50,47.5
2020-11-18,50,60,55.0
2020-11-19,50,55,52.5
2020-11-20,40,45,42.5
2020-11-21,35,40,37.5
2020-11-22,30,40,35.0
2020-11-23,40,45,42.5
2020-11-24,40,45,42.5
2020-11-25,40,50,45.0
2020-11-26,40,50,45.0
2020-11-27,45,55,50.0
2020-11-28,45,52,48.5
2020-11-29,35,40,37.5
2020-11-30,40,45,42.5
2020-12-01,45,55,50.0
2020-12-02,48,55,51.5
2020-12-03,50,55,52.5
2020-12-04,45,55,50.0
2020-12-05,45,55,50.0
2020-12-06,45,50,47.5
2020-12-07,45,55,50.0
2020-12-08,45,55,50.0
2020-12-09,50,55,52.5
2020-12-10,55,65,60.0
2020-12-11,45,52,48.5
2020-12-12,50,55,52.5
2020-12-13,40,50,45.0
2020-12-14,35,45,40.0
2020-12-15,35,45,40.0
2020-12-16,35,40,37.5
2020-12-17,30,40,35.0
2020-12-18,30,40,35.0
2020-12-19,40,50,45.0
2020-12-20,40,50,45.0
2020-12-21,35,45,40.0
2020-12-22,40,50,45.0
2020-12-23,35,45,40.0
2020-12-24,45,55,50.0
2020-12-25,40,50,45.0
2020-12-26,45,55,50.0
2020-12-27,45,55,50.0
2020-12-28,50,55,52.5
2020-12-29,45,50,47.5
2020-12-30,45,50,47.5
2020-12-31,40,45,42.5
2021-01-01,40,45,42.5
2021-01-02,30,40,35.0
2021-01-03,35,40,37.5
2021-01-04,30,40,35.0
2021-01-05,30,35,32.5
2021-01-06,35,45,40.0
2021-01-07,30,40,35.0
2021-01-08,25,35,30.0
2021-01-09,15,25,20.0
2021-01-10,10,15,12.5
2021-01-11,12,18,15.0
2021-01-12,15,25,20.0
2021-01-13,15,25,20.0
2021-01-14,15,20,17.5
2021-01-15,15,20,17.5
2021-01-16,20,30,25.0
2021-01-17,15,20,17.5
2021-01-18,15,20,17.5
2021-01-19,12,18,15.0
2021-01-20,12,18,15.0
2021-01-21,10,20,15.0
2021-01-22,10,20,15.0
2021-01-23,10,20,15.0
2021-01-24,15,20,17.5
2021-01-25,14,18,16.0
2021-01-26,18,22,20.0
2021-01-27,20,25,22.5
2021-01-28,20,25,22.5
2021-01-29,12,20,16.0
2021-01-30,15,20,17.5
2021-01-31,15,20,17.5
2021-02-01,15,20,17.5
2021-02-02,12,20,16.0
2021-02-03,15,20,17.5
2021-02-06,15,20,17.5
2021-02-07,15,20,17.5
2021-02-08,15,20,17.5
2021-02-09,12,20,16.0
2021-02-10,15,20,17.5
2021-02-11,15,25,20.0
2021-02-12,12,16,14.0
2021-02-13,12,20,16.0
2021-02-14,15,20,17.5
2021-02-15,15,20,17.5
2021-02-16,15,20,17.5
2021-02-17,15,20,17.5
2021-02-18,15,20,17.5
2021-02-19,10,15,12.5
2021-02-20,8,15,11.5
2021-02-21,8,15,11.5
2021-02-22,10,15,12.5
2021-02-23,10,15,12.5
2021-02-24,15,20,17.5
2021-02-25,15,20,17.5
2021-02-26,15,20,17.5
2021-02-27,15,20,17.5
2021-02-28,15,20,17.5
2021-03-01,8,12,10.0
2021-03-02,10,15,12.5
2021-03-03,10,15,12.5
2021-03-05,12,15,13.5
2021-03-06,15,20,17.5
2021-03-07,15,20,17.5
2021-03-08,10,15,12.5
2021-03-09,10,15,12.5
2021-03-10,20,25,22.5
2021-03-11,20,25,22.5
2021-03-12,20,25,22.5
2021-03-13,15,20,17.5
2021-03-14,20,25,22.5
2021-03-15,25,30,27.5
2021-03-16,25,30,27.5
2021-03-17,15,20,17.5
2021-03-18,15,20,17.5
2021-03-19,25,30,27.5
2021-03-20,20,25,22.5
2021-03-21,20,25,22.5
2021-03-22,40,50,45.0
2021-03-23,40,50,45.0
2021-03-24,40,50,45.0
2021-03-25,30,40,35.0
2021-03-26,30,40,35.0
2021-03-27,40,50,45.0
2021-03-28,40,50,45.0
2021-03-29,45,50,47.5
2021-03-30,45,50,47.5
2021-03-31,45,50,47.5
2021-04-01,30,40,35.0
2021-04-02,30,40,35.0
2021-04-03,35,45,40.0
2021-04-04,45,50,47.5
2021-04-05,30,40,35.0
2021-04-06,30,35,32.5
2021-04-07,30,40,35.0
2021-04-08,30,40,35.0
2021-04-09,30,40,35.0
2021-04-10,30,40,35.0
2021-04-11,25,35,30.0
2021-04-12,25,35,30.0
2021-04-13,20,25,22.5
2021-04-14,20,25,22.5
2021-04-15,15,20,17.5
2021-04-16,15,20,17.5
2021-04-17,12,16,14.0
2021-04-18,15,20,17.5
2021-04-19,10,15,12.5
2021-04-20,10,15,12.5
2021-04-21,15,20,17.5
2021-04-22,10,15,12.5
2021-04-23,14,18,16.0
2021-04-24,10,15,12.5
2021-04-25,15,20,17.5
2021-04-26,10,15,12.5
2021-04-27,10,15,12.5
2021-04-28,15,20,17.5
2021-04-29,30,40,35.0
2021-04-30,20,25,22.5
2021-05-01,20,25,22.5
2021-05-02,25,30,27.5
2021-05-03,15,20,17.5
2021-05-04,10,15,12.5
2021-05-05,10,15,12.5
2021-05-06,10,15,12.5
2021-05-07,15,20,17.5
2021-05-08,10,15,12.5
2021-05-09,10,15,12.5
2021-05-10,10,15,12.5
2021-05-11,10,15,12.5
2021-05-12,30,35,32.5
2021-05-13,35,40,37.5
